Date,County,Vehicle Primary Use,BEV Registered,PHEV Registerd,EV Total,Non-EV Total,Total Vehicles,Percent EV
5/31/2019,Kittitas,Truck,0,0,0,14374,14374,0
6/30/2019,Kittitas,Truck,0,0,0,14419,14419,0
6/30/2019,Kittitas,Passenger,81,38,119,29608,29727,0.4
7/31/2019,Kittitas,Truck,0,0,0,14485,14485,0
7/31/2019,Kittitas,Passenger,79,41,120,29683,29803,0.4
8/31/2019,Kittitas,Passenger,79,44,123,29748,29871,0.41
8/31/2019,Kittitas,Truck,0,0,0,14520,14520,0
9/30/2019,Kittitas,Truck,0,0,0,14563,14563,0
9/30/2019,Kittitas,Passenger,81,44,125,29836,29961,0.42
10/31/2019,Kittitas,Truck,0,0,0,14615,14615,0
10/31/2019,Kittitas,Passenger,87,45,132,29968,30100,0.44
11/30/2019,Kittitas,Passenger,89,46,135,30015,30150,0.45
11/30/2019,Kittitas,Truck,0,0,0,14616,14616,0
12/31/2019,Kittitas,Passenger,90,46,136,30057,30193,0.45
12/31/2019,Kittitas,Truck,0,0,0,14621,14621,0
1/31/2020,Kittitas,Truck,0,0,0,14663,14663,0
1/31/2020,Kittitas,Passenger,93,47,140,30083,30223,0.46
2/29/2020,Kittitas,Truck,0,0,0,14646,14646,0
2/29/2020,Kittitas,Passenger,94,49,143,30016,30159,0.47
3/31/2020,Kittitas,Truck,0,0,0,14618,14618,0
3/31/2020,Kittitas,Passenger,98,49,147,30000,30147,0.49
4/30/2020,Kittitas,Passenger,101,49,150,29859,30009,0.5
4/30/2020,Kittitas,Truck,0,0,0,14590,14590,0
5/31/2020,Kittitas,Truck,0,0,0,14551,14551,0
5/31/2020,Kittitas,Passenger,102,48,150,29779,29929,0.5
6/30/2020,Kittitas,Truck,0,0,0,14588,14588,0
6/30/2020,Kittitas,Passenger,99,47,146,29805,29951,0.49
7/31/2020,Kittitas,Passenger,104,47,151,29761,29912,0.5
7/31/2020,Kittitas,Truck,0,0,0,14561,14561,0
8/31/2020,Kittitas,Passenger,110,47,157,29765,29922,0.52
8/31/2020,Kittitas,Truck,0,0,0,14555,14555,0
9/30/2020,Kittitas,Passenger,113,48,161,29702,29863,0.54
9/30/2020,Kittitas,Truck,0,0,0,14596,14596,0
10/31/2020,Kittitas,Passenger,121,49,170,29703,29873,0.57
10/31/2020,Kittitas,Truck,0,0,0,14627,14627,0
11/30/2020,Kittitas,Passenger,125,52,177,29745,29922,0.59
11/30/2020,Kittitas,Truck,0,0,0,14642,14642,0
12/31/2020,Kittitas,Truck,0,0,0,14643,14643,0
12/31/2020,Kittitas,Passenger,127,51,178,29826,30004,0.59
1/31/2021,Kittitas,Passenger,134,52,186,29836,30022,0.62
1/31/2021,Kittitas,Truck,0,0,0,14672,14672,0
2/28/2021,Kittitas,Truck,0,0,0,14691,14691,0
2/28/2021,Kittitas,Passenger,142,53,195,29827,30022,0.65
3/31/2021,Kittitas,Passenger,146,55,201,29893,30094,0.67
3/31/2021,Kittitas,Truck,0,0,0,14755,14755,0
4/30/2021,Kittitas,Passenger,153,58,211,29984,30195,0.7
4/30/2021,Kittitas,Truck,0,0,0,14773,14773,0
5/31/2021,Kittitas,Passenger,155,62,217,29979,30196,0.72
5/31/2021,Kittitas,Truck,0,0,0,14767,14767,0
6/30/2021,Kittitas,Passenger,160,67,227,29986,30213,0.75
6/30/2021,Kittitas,Truck,0,0,0,14784,14784,0
7/31/2021,Kittitas,Passenger,166,68,234,29981,30215,0.77
7/31/2021,Kittitas,Truck,0,0,0,14791,14791,0
8/31/2021,Kittitas,Truck,0,0,0,14780,14780,0
8/31/2021,Kittitas,Passenger,173,72,245,29875,30120,0.81
9/30/2021,Kittitas,Passenger,180,72,252,29868,30120,0.84
9/30/2021,Kittitas,Truck,0,0,0,14780,14780,0
10/31/2021,Kittitas,Truck,0,0,0,14772,14772,0
10/31/2021,Kittitas,Passenger,193,72,265,29846,30111,0.88
11/30/2021,Kittitas,Truck,0,0,0,14804,14804,0
11/30/2021,Kittitas,Passenger,196,75,271,29845,30116,0.9
12/31/2021,Kittitas,Passenger,207,75,282,29847,30129,0.94
12/31/2021,Kittitas,Truck,0,0,0,14792,14792,0
1/31/2022,Kittitas,Passenger,216,71,287,29815,30102,0.95
1/31/2022,Kittitas,Truck,0,0,0,14766,14766,0
2/28/2022,Kittitas,Passenger,218,72,290,29781,30071,0.96
2/28/2022,Kittitas,Truck,0,0,0,14751,14751,0
3/31/2022,Kittitas,Truck,0,0,0,14717,14717,0
3/31/2022,Kittitas,Passenger,225,74,299,29799,30098,0.99
4/30/2022,Kittitas,Passenger,236,77,313,29751,30064,1.04
4/30/2022,Kittitas,Truck,0,0,0,14712,14712,0
5/31/2022,Kittitas,Passenger,248,79,327,29761,30088,1.09
5/31/2022,Kittitas,Truck,1,0,1,14673,14674,0.01
6/30/2022,Kittitas,Passenger,266,83,349,29768,30117,1.16
6/30/2022,Kittitas,Truck,1,0,1,14653,14654,0.01
7/31/2022,Kittitas,Truck,1,0,1,14616,14617,0.01
7/31/2022,Kittitas,Passenger,278,86,364,29696,30060,1.21
8/31/2022,Kittitas,Passenger,284,88,372,29616,29988,1.24
8/31/2022,Kittitas,Truck,3,0,3,14620,14623,0.02
9/30/2022,Kittitas,Truck,4,0,4,14600,14604,0.03
9/30/2022,Kittitas,Passenger,290,91,381,29608,29989,1.27
10/31/2022,Kittitas,Passenger,291,94,385,29560,29945,1.29
10/31/2022,Kittitas,Truck,5,0,5,14592,14597,0.03
11/30/2022,Kittitas,Passenger,297,92,389,29520,29909,1.3
11/30/2022,Kittitas,Truck,5,0,5,14550,14555,0.03
12/31/2022,Kittitas,Passenger,299,92,391,29476,29867,1.31
12/31/2022,Kittitas,Truck,5,0,5,14528,14533,0.03
1/31/2023,Kittitas,Passenger,310,92,402,29433,29835,1.35
1/31/2023,Kittitas,Truck,5,0,5,14488,14493,0.03
2/28/2023,Kittitas,Truck,6,0,6,14482,14488,0.04
2/28/2023,Kittitas,Passenger,320,90,410,29342,29752,1.38
3/31/2023,Kittitas,Truck,7,0,7,14409,14416,0.05
3/31/2023,Kittitas,Passenger,323,92,415,29166,29581,1.4
4/30/2023,Kittitas,Passenger,326,92,418,28990,29408,1.42
4/30/2023,Kittitas,Truck,8,0,8,14284,14292,0.06
5/31/2023,Kittitas,Truck,8,0,8,14138,14146,0.06
5/31/2023,Kittitas,Passenger,335,99,434,28534,28968,1.5
1/31/2017,Klickitat,Truck,0,0,0,7945,7945,0
1/31/2017,Klickitat,Passenger,20,22,42,14794,14836,0.28
2/28/2017,Klickitat,Passenger,20,22,42,14769,14811,0.28
2/28/2017,Klickitat,Truck,0,0,0,7937,7937,0
3/31/2017,Klickitat,Truck,0,0,0,7941,7941,0
3/31/2017,Klickitat,Passenger,21,23,44,14775,14819,0.3
4/30/2017,Klickitat,Passenger,22,23,45,14769,14814,0.3
4/30/2017,Klickitat,Truck,0,0,0,7954,7954,0
5/31/2017,Klickitat,Truck,0,0,0,7967,7967,0
5/31/2017,Klickitat,Passenger,22,24,46,14788,14834,0.31
6/30/2017,Klickitat,Truck,0,0,0,7971,7971,0
6/30/2017,Klickitat,Passenger,22,24,46,14800,14846,0.31
7/31/2017,Klickitat,Passenger,22,24,46,14804,14850,0.31
7/31/2017,Klickitat,Truck,0,0,0,7953,7953,0
8/31/2017,Klickitat,Passenger,21,24,45,14783,14828,0.3
8/31/2017,Klickitat,Truck,0,0,0,7970,7970,0
9/30/2017,Klickitat,Passenger,22,26,48,14775,14823,0.32
9/30/2017,Klickitat,Truck,0,0,0,7988,7988,0
10/31/2017,Klickitat,Truck,0,0,0,8005,8005,0
10/31/2017,Klickitat,Passenger,22,27,49,14805,14854,0.33
11/30/2017,Klickitat,Passenger,23,26,49,14871,14920,0.33
11/30/2017,Klickitat,Truck,0,0,0,8002,8002,0
12/31/2017,Klickitat,Passenger,23,26,49,14902,14951,0.33
12/31/2017,Klickitat,Truck,0,0,0,8003,8003,0
1/31/2018,Klickitat,Passenger,23,26,49,14934,14983,0.33
1/31/2018,Klickitat,Truck,0,0,0,8000,8000,0
2/28/2018,Klickitat,Truck,0,0,0,8039,8039,0
2/28/2018,Klickitat,Passenger,24,27,51,14945,14996,0.34
3/31/2018,Klickitat,Passenger,25,27,52,14974,15026,0.35
3/31/2018,Klickitat,Truck,0,0,0,8046,8046,0
4/30/2018,Klickitat,Passenger,24,29,53,15051,15104,0.35
4/30/2018,Klickitat,Truck,0,0,0,8071,8071,0
5/31/2018,Klickitat,Passenger,25,30,55,15107,15162,0.36
5/31/2018,Klickitat,Truck,0,0,0,8085,8085,0
6/30/2018,Klickitat,Passenger,25,30,55,15166,15221,0.36
6/30/2018,Klickitat,Truck,0,0,0,8118,8118,0
7/31/2018,Klickitat,Passenger,24,31,55,15220,15275,0.36
7/31/2018,Klickitat,Truck,0,0,0,8127,8127,0
8/31/2018,Klickitat,Truck,0,0,0,8159,8159,0
8/31/2018,Klickitat,Passenger,24,32,56,15283,15339,0.37
9/30/2018,Klickitat,Truck,0,0,0,8138,8138,0
9/30/2018,Klickitat,Passenger,24,32,56,15362,15418,0.36
10/31/2018,Klickitat,Truck,0,0,0,8155,8155,0
10/31/2018,Klickitat,Passenger,24,32,56,15389,15445,0.36
11/30/2018,Klickitat,Truck,0,0,0,8184,8184,0
11/30/2018,Klickitat,Passenger,23,32,55,15421,15476,0.36
12/31/2018,Klickitat,Passenger,28,32,60,15431,15491,0.39
12/31/2018,Klickitat,Truck,0,0,0,8210,8210,0
1/31/2019,Klickitat,Passenger,29,32,61,15486,15547,0.39
1/31/2019,Klickitat,Truck,0,0,0,8229,8229,0
2/28/2019,Klickitat,Passenger,30,32,62,15451,15513,0.4
2/28/2019,Klickitat,Truck,0,0,0,8221,8221,0
3/31/2019,Klickitat,Passenger,32,31,63,15425,15488,0.41
3/31/2019,Klickitat,Truck,0,0,0,8207,8207,0
4/30/2019,Klickitat,Truck,0,0,0,8222,8222,0
4/30/2019,Klickitat,Passenger,33,33,66,15507,15573,0.42
5/31/2019,Klickitat,Passenger,35,33,68,15550,15618,0.44
5/31/2019,Klickitat,Truck,0,0,0,8237,8237,0
6/30/2019,Klickitat,Passenger,35,32,67,15557,15624,0.43
6/30/2019,Klickitat,Truck,0,0,0,8251,8251,0
7/31/2019,Klickitat,Truck,0,0,0,8255,8255,0
7/31/2019,Klickitat,Passenger,35,33,68,15582,15650,0.43
8/31/2019,Klickitat,Passenger,37,35,72,15627,15699,0.46
8/31/2019,Klickitat,Truck,0,0,0,8293,8293,0
9/30/2019,Klickitat,Passenger,38,36,74,15626,15700,0.47
9/30/2019,Klickitat,Truck,0,0,0,8299,8299,0
10/31/2019,Klickitat,Passenger,43,37,80,15667,15747,0.51
10/31/2019,Klickitat,Truck,0,0,0,8312,8312,0
11/30/2019,Klickitat,Passenger,45,38,83,15675,15758,0.53
11/30/2019,Klickitat,Truck,0,0,0,8307,8307,0
12/31/2019,Klickitat,Passenger,46,38,84,15676,15760,0.53
12/31/2019,Klickitat,Truck,0,0,0,8319,8319,0
1/31/2020,Klickitat,Truck,0,0,0,8300,8300,0
1/31/2020,Klickitat,Passenger,48,39,87,15684,15771,0.55
2/29/2020,Klickitat,Truck,0,0,0,8302,8302,0
2/29/2020,Klickitat,Passenger,49,41,90,15687,15777,0.57
3/31/2020,Klickitat,Truck,0,0,0,8274,8274,0
3/31/2020,Klickitat,Passenger,51,41,92,15598,15690,0.59
4/30/2020,Klickitat,Truck,0,0,0,8194,8194,0
4/30/2020,Klickitat,Passenger,53,41,94,15426,15520,0.61
5/31/2020,Klickitat,Truck,0,0,0,8122,8122,0
5/31/2020,Klickitat,Passenger,53,40,93,15274,15367,0.61
6/30/2020,Klickitat,Truck,0,0,0,8103,8103,0
6/30/2020,Klickitat,Passenger,53,41,94,15174,15268,0.62
7/31/2020,Klickitat,Truck,0,0,0,8118,8118,0
7/31/2020,Klickitat,Passenger,56,43,99,15115,15214,0.65
8/31/2020,Klickitat,Truck,0,0,0,8106,8106,0
8/31/2020,Klickitat,Passenger,57,42,99,15044,15143,0.65
9/30/2020,Klickitat,Truck,0,0,0,8106,8106,0
9/30/2020,Klickitat,Passenger,58,42,100,15024,15124,0.66
10/31/2020,Klickitat,Passenger,59,44,103,15004,15107,0.68
10/31/2020,Klickitat,Truck,0,0,0,8089,8089,0
11/30/2020,Klickitat,Truck,0,0,0,8086,8086,0
11/30/2020,Klickitat,Passenger,62,42,104,14979,15083,0.69
12/31/2020,Klickitat,Passenger,62,43,105,14982,15087,0.7
12/31/2020,Klickitat,Truck,0,0,0,8088,8088,0
1/31/2021,Klickitat,Truck,0,0,0,8117,8117,0
1/31/2021,Klickitat,Passenger,63,43,106,14991,15097,0.7
2/28/2021,Klickitat,Truck,0,0,0,8118,8118,0
2/28/2021,Klickitat,Passenger,65,45,110,15001,15111,0.73
3/31/2021,Klickitat,Truck,0,0,0,8173,8173,0
3/31/2021,Klickitat,Passenger,65,46,111,15032,15143,0.73
4/30/2021,Klickitat,Passenger,67,47,114,15191,15305,0.74
4/30/2021,Klickitat,Truck,0,0,0,8248,8248,0
5/31/2021,Klickitat,Passenger,66,47,113,15241,15354,0.74
5/31/2021,Klickitat,Truck,0,0,0,8263,8263,0
6/30/2021,Klickitat,Truck,0,0,0,8301,8301,0
6/30/2021,Klickitat,Passenger,70,51,121,15283,15404,0.79
7/31/2021,Klickitat,Truck,0,0,0,8313,8313,0
7/31/2021,Klickitat,Passenger,77,50,127,15346,15473,0.82
8/31/2021,Klickitat,Passenger,82,51,133,15365,15498,0.86
8/31/2021,Klickitat,Truck,0,0,0,8331,8331,0
9/30/2021,Klickitat,Passenger,83,51,134,15395,15529,0.86
9/30/2021,Klickitat,Truck,0,0,0,8341,8341,0
10/31/2021,Klickitat,Passenger,87,51,138,15361,15499,0.89
10/31/2021,Klickitat,Truck,0,0,0,8316,8316,0
11/30/2021,Klickitat,Passenger,88,52,140,15351,15491,0.9
11/30/2021,Klickitat,Truck,0,0,0,8335,8335,0
12/31/2021,Klickitat,Truck,0,0,0,8333,8333,0
12/31/2021,Klickitat,Passenger,89,53,142,15348,15490,0.92
1/31/2022,Klickitat,Passenger,90,54,144,15313,15457,0.93
1/31/2022,Klickitat,Truck,0,0,0,8335,8335,0
2/28/2022,Klickitat,Passenger,92,53,145,15306,15451,0.94
2/28/2022,Klickitat,Truck,0,0,0,8332,8332,0
3/31/2022,Klickitat,Passenger,96,54,150,15335,15485,0.97
3/31/2022,Klickitat,Truck,0,0,0,8312,8312,0
4/30/2022,Klickitat,Passenger,100,55,155,15246,15401,1.01
4/30/2022,Klickitat,Truck,0,0,0,8282,8282,0
5/31/2022,Klickitat,Passenger,99,54,153,15248,15401,0.99
5/31/2022,Klickitat,Truck,1,0,1,8295,8296,0.01
6/30/2022,Klickitat,Truck,0,0,0,8296,8296,0
6/30/2022,Klickitat,Passenger,103,55,158,15251,15409,1.03
7/31/2022,Klickitat,Passenger,106,56,162,15205,15367,1.05
7/31/2022,Klickitat,Truck,0,0,0,8290,8290,0
8/31/2022,Klickitat,Passenger,106,54,160,15195,15355,1.04
8/31/2022,Klickitat,Truck,2,0,2,8270,8272,0.02
9/30/2022,Klickitat,Truck,2,0,2,8259,8261,0.02
9/30/2022,Klickitat,Passenger,108,53,161,15147,15308,1.05
10/31/2022,Klickitat,Truck,3,0,3,8243,8246,0.04
10/31/2022,Klickitat,Passenger,113,51,164,15106,15270,1.07
11/30/2022,Klickitat,Truck,3,0,3,8240,8243,0.04
11/30/2022,Klickitat,Passenger,119,53,172,15109,15281,1.13
12/31/2022,Klickitat,Truck,4,0,4,8217,8221,0.05
12/31/2022,Klickitat,Passenger,122,51,173,15123,15296,1.13
1/31/2023,Klickitat,Passenger,125,53,178,15133,15311,1.16
1/31/2023,Klickitat,Truck,4,0,4,8209,8213,0.05
2/28/2023,Klickitat,Truck,4,0,4,8224,8228,0.05
2/28/2023,Klickitat,Passenger,125,56,181,15079,15260,1.19
3/31/2023,Klickitat,Truck,6,0,6,8216,8222,0.07
3/31/2023,Klickitat,Passenger,131,58,189,15054,15243,1.24
4/30/2023,Klickitat,Passenger,137,58,195,14953,15148,1.29
4/30/2023,Klickitat,Truck,8,0,8,8132,8140,0.1
5/31/2023,Klickitat,Passenger,142,62,204,14808,15012,1.36
5/31/2023,Klickitat,Truck,11,0,11,8028,8039,0.14
1/31/2017,Lewis,Truck,0,0,0,24789,24789,0
1/31/2017,Lewis,Passenger,43,30,73,54961,55034,0.13
2/28/2017,Lewis,Passenger,45,31,76,54971,55047,0.14
2/28/2017,Lewis,Truck,0,0,0,24781,24781,0
3/31/2017,Lewis,Passenger,45,34,79,55097,55176,0.14
3/31/2017,Lewis,Truck,0,0,0,24811,24811,0
4/30/2017,Lewis,Truck,0,0,0,24795,24795,0
4/30/2017,Lewis,Passenger,46,33,79,55194,55273,0.14
5/31/2017,Lewis,Passenger,49,33,82,55365,55447,0.15
5/31/2017,Lewis,Truck,0,0,0,24819,24819,0
6/30/2017,Lewis,Passenger,51,34,85,55548,55633,0.15
6/30/2017,Lewis,Truck,0,0,0,24835,24835,0
7/31/2017,Lewis,Truck,0,0,0,24912,24912,0
7/31/2017,Lewis,Passenger,52,36,88,55560,55648,0.16
8/31/2017,Lewis,Passenger,55,38,93,55798,55891,0.17
8/31/2017,Lewis,Truck,0,0,0,25011,25011,0
9/30/2017,Lewis,Passenger,53,38,91,56026,56117,0.16
9/30/2017,Lewis,Truck,0,0,0,25113,25113,0
10/31/2017,Lewis,Truck,0,0,0,25209,25209,0
10/31/2017,Lewis,Passenger,53,39,92,56278,56370,0.16
11/30/2017,Lewis,Passenger,53,39,92,56421,56513,0.16
11/30/2017,Lewis,Truck,0,0,0,25233,25233,0
12/31/2017,Lewis,Truck,0,0,0,25309,25309,0
12/31/2017,Lewis,Passenger,54,40,94,56574,56668,0.17
1/31/2018,Lewis,Passenger,52,43,95,56807,56902,0.17
1/31/2018,Lewis,Truck,0,0,0,25324,25324,0
2/28/2018,Lewis,Passenger,52,45,97,56860,56957,0.17
2/28/2018,Lewis,Truck,0,0,0,25267,25267,0
3/31/2018,Lewis,Truck,0,0,0,25253,25253,0
3/31/2018,Lewis,Passenger,55,47,102,57152,57254,0.18
4/30/2018,Lewis,Truck,0,0,0,25309,25309,0
4/30/2018,Lewis,Passenger,78,51,129,57351,57480,0.22
5/31/2018,Lewis,Truck,0,0,0,25406,25406,0
5/31/2018,Lewis,Passenger,78,54,132,57566,57698,0.23
6/30/2018,Lewis,Truck,0,0,0,25482,25482,0
6/30/2018,Lewis,Passenger,80,59,139,57684,57823,0.24
7/31/2018,Lewis,Passenger,83,59,142,57809,57951,0.25
7/31/2018,Lewis,Truck,0,0,0,25584,25584,0
8/31/2018,Lewis,Truck,0,0,0,25608,25608,0
8/31/2018,Lewis,Passenger,83,62,145,57861,58006,0.25
9/30/2018,Lewis,Truck,0,0,0,25569,25569,0
9/30/2018,Lewis,Passenger,84,66,150,57927,58077,0.26
10/31/2018,Lewis,Passenger,88,70,158,58035,58193,0.27
10/31/2018,Lewis,Truck,0,0,0,25611,25611,0
11/30/2018,Lewis,Truck,0,0,0,25625,25625,0
11/30/2018,Lewis,Passenger,89,71,160,58206,58366,0.27
12/31/2018,Lewis,Truck,0,0,0,25634,25634,0
12/31/2018,Lewis,Passenger,93,77,170,58321,58491,0.29
1/31/2019,Lewis,Passenger,95,82,177,58363,58540,0.3
1/31/2019,Lewis,Truck,0,0,0,25663,25663,0
2/28/2019,Lewis,Passenger,96,84,180,58307,58487,0.31
2/28/2019,Lewis,Truck,0,0,0,25700,25700,0
3/31/2019,Lewis,Passenger,95,90,185,58523,58708,0.32
3/31/2019,Lewis,Truck,0,0,0,25757,25757,0
4/30/2019,Lewis,Truck,0,0,0,25829,25829,0
4/30/2019,Lewis,Passenger,95,91,186,58821,59007,0.32
5/31/2019,Lewis,Truck,0,0,0,25917,25917,0
5/31/2019,Lewis,Passenger,97,93,190,59034,59224,0.32
6/30/2019,Lewis,Passenger,99,92,191,59122,59313,0.32
6/30/2019,Lewis,Truck,0,0,0,25954,25954,0
7/31/2019,Lewis,Truck,0,0,0,25969,25969,0
7/31/2019,Lewis,Passenger,100,96,196,59367,59563,0.33
8/31/2019,Lewis,Truck,0,0,0,25988,25988,0
8/31/2019,Lewis,Passenger,105,96,201,59362,59563,0.34
9/30/2019,Lewis,Truck,0,0,0,25972,25972,0
9/30/2019,Lewis,Passenger,107,101,208,59363,59571,0.35
10/31/2019,Lewis,Passenger,108,102,210,59450,59660,0.35
10/31/2019,Lewis,Truck,0,0,0,26046,26046,0
11/30/2019,Lewis,Passenger,109,103,212,59512,59724,0.35
11/30/2019,Lewis,Truck,0,0,0,26113,26113,0
12/31/2019,Lewis,Passenger,106,102,208,59558,59766,0.35
12/31/2019,Lewis,Truck,0,0,0,26089,26089,0
1/31/2020,Lewis,Passenger,109,104,213,59602,59815,0.36
1/31/2020,Lewis,Truck,0,0,0,26098,26098,0
2/29/2020,Lewis,Passenger,108,105,213,59583,59796,0.36
2/29/2020,Lewis,Truck,0,0,0,26102,26102,0
3/31/2020,Lewis,Passenger,105,108,213,59210,59423,0.36
3/31/2020,Lewis,Truck,0,0,0,26030,26030,0
4/30/2020,Lewis,Passenger,99,106,205,58652,58857,0.35
4/30/2020,Lewis,Truck,0,0,0,25977,25977,0
5/31/2020,Lewis,Truck,0,0,0,26000,26000,0
5/31/2020,Lewis,Passenger,99,108,207,58241,58448,0.35
6/30/2020,Lewis,Passenger,102,111,213,58176,58389,0.36
6/30/2020,Lewis,Truck,0,0,0,26206,26206,0
7/31/2020,Lewis,Truck,0,0,0,26282,26282,0
7/31/2020,Lewis,Passenger,107,115,222,58137,58359,0.38
8/31/2020,Lewis,Passenger,112,117,229,58205,58434,0.39
8/31/2020,Lewis,Truck,0,0,0,26359,26359,0
9/30/2020,Lewis,Truck,0,0,0,26444,26444,0
9/30/2020,Lewis,Passenger,111,117,228,58307,58535,0.39
10/31/2020,Lewis,Passenger,114,115,229,58449,58678,0.39
10/31/2020,Lewis,Truck,0,0,0,26494,26494,0
11/30/2020,Lewis,Passenger,117,117,234,58632,58866,0.4
11/30/2020,Lewis,Truck,0,0,0,26543,26543,0
12/31/2020,Lewis,Passenger,123,122,245,58841,59086,0.41
12/31/2020,Lewis,Truck,0,0,0,26620,26620,0
1/31/2021,Lewis,Truck,0,0,0,26712,26712,0
1/31/2021,Lewis,Passenger,126,131,257,58903,59160,0.43
2/28/2021,Lewis,Passenger,127,132,259,58858,59117,0.44
2/28/2021,Lewis,Truck,0,0,0,26703,26703,0
3/31/2021,Lewis,Truck,0,0,0,26812,26812,0
3/31/2021,Lewis,Passenger,130,134,264,59290,59554,0.44
4/30/2021,Lewis,Passenger,146,135,281,59777,60058,0.47
4/30/2021,Lewis,Truck,0,0,0,26909,26909,0
5/31/2021,Lewis,Truck,0,0,0,26894,26894,0
5/31/2021,Lewis,Passenger,157,135,292,59809,60101,0.49
6/30/2021,Lewis,Truck,0,0,0,26857,26857,0
6/30/2021,Lewis,Passenger,163,139,302,59679,59981,0.5
7/31/2021,Lewis,Passenger,165,144,309,59657,59966,0.52
7/31/2021,Lewis,Truck,0,0,0,26763,26763,0
8/31/2021,Lewis,Passenger,181,151,332,59646,59978,0.55
8/31/2021,Lewis,Truck,0,0,0,26749,26749,0
9/30/2021,Lewis,Passenger,185,149,334,59589,59923,0.56
9/30/2021,Lewis,Truck,0,0,0,26706,26706,0
10/31/2021,Lewis,Passenger,194,158,352,59632,59984,0.59
10/31/2021,Lewis,Truck,0,0,0,26741,26741,0
11/30/2021,Lewis,Passenger,199,163,362,59633,59995,0.6
11/30/2021,Lewis,Truck,0,0,0,26722,26722,0
12/31/2021,Lewis,Truck,0,0,0,26681,26681,0
12/31/2021,Lewis,Passenger,206,164,370,59617,59987,0.62
1/31/2022,Lewis,Passenger,213,165,378,59518,59896,0.63
1/31/2022,Lewis,Truck,0,0,0,26657,26657,0
2/28/2022,Lewis,Passenger,221,166,387,59455,59842,0.65
2/28/2022,Lewis,Truck,0,0,0,26610,26610,0
3/31/2022,Lewis,Passenger,226,164,390,59499,59889,0.65
3/31/2022,Lewis,Truck,0,0,0,26522,26522,0
4/30/2022,Lewis,Truck,0,0,0,26442,26442,0
4/30/2022,Lewis,Passenger,232,171,403,59520,59923,0.67
5/31/2022,Lewis,Passenger,231,173,404,59525,59929,0.67
5/31/2022,Lewis,Truck,0,0,0,26426,26426,0
6/30/2022,Lewis,Passenger,235,177,412,59765,60177,0.68
6/30/2022,Lewis,Truck,0,0,0,26414,26414,0
7/31/2022,Lewis,Truck,0,0,0,26353,26353,0
7/31/2022,Lewis,Passenger,246,177,423,59707,60130,0.7
8/31/2022,Lewis,Truck,0,0,0,26337,26337,0
8/31/2022,Lewis,Passenger,242,177,419,59732,60151,0.7
9/30/2022,Lewis,Passenger,251,176,427,59842,60269,0.71
9/30/2022,Lewis,Truck,1,0,1,26364,26365,0
10/31/2022,Lewis,Truck,2,0,2,26356,26358,0.01
10/31/2022,Lewis,Passenger,260,179,439,59887,60326,0.73
11/30/2022,Lewis,Passenger,259,178,437,59937,60374,0.72
11/30/2022,Lewis,Truck,2,0,2,26310,26312,0.01
12/31/2022,Lewis,Passenger,267,182,449,59816,60265,0.75
12/31/2022,Lewis,Truck,1,0,1,26248,26249,0
1/31/2023,Lewis,Truck,2,0,2,26194,26196,0.01
1/31/2023,Lewis,Passenger,280,185,465,59576,60041,0.77
2/28/2023,Lewis,Passenger,291,185,476,59428,59904,0.79
2/28/2023,Lewis,Truck,4,0,4,26070,26074,0.02
3/31/2023,Lewis,Passenger,293,190,483,58153,58636,0.82
3/31/2023,Lewis,Truck,5,0,5,25855,25860,0.02
4/30/2023,Lewis,Passenger,300,194,494,57968,58462,0.84
4/30/2023,Lewis,Truck,6,0,6,25675,25681,0.02
